model_name,api_kind,persona,scale,domain,n_items,mean_score,std_score,min_score,max_score,completion_status
Kimi-K2.5,chat,ENFP,SD3,Narcissism,45,4.1556,0.7588,2,5,complete
Kimi-K2.5,chat,ENFP,SD3,Psychopathy,45,2.1556,1.1729,1,4,complete
Kimi-K2.5,chat,ENFP,ZKPQ-50-CC,Activity,50,0.92,0.2713,0,1,complete
Kimi-K2.5,chat,ENFP,ZKPQ-50-CC,Aggression-Hostility,50,0.34,0.4737,0,1,complete
Kimi-K2.5,chat,ENFP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,1.0,0.0,1,1,complete
Kimi-K2.5,chat,ENFP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.44,0.4964,0,1,complete
Kimi-K2.5,chat,ENFP,ZKPQ-50-CC,Sociability,50,1.0,0.0,1,1,complete
Kimi-K2.5,chat,ENTP,EPQR-A,Psychoticism,30,0.7333,0.4422,0,1,complete
Kimi-K2.5,chat,ENTP,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
Kimi-K2.5,chat,ENTP,EPQR-A,Neuroticism,30,0.1,0.3,0,1,complete
Kimi-K2.5,chat,ENTP,EPQR-A,Lie,30,0.0,0.0,0,0,complete
Kimi-K2.5,chat,ENTP,IPIP-NEO-120,Neuroticism,120,2.0833,1.2151,1,5,complete
Kimi-K2.5,chat,ENTP,IPIP-NEO-120,Extraversion,120,4.5167,0.5475,2,5,complete
Kimi-K2.5,chat,ENTP,IPIP-NEO-120,Openness,120,4.2417,0.9309,2,5,complete
Kimi-K2.5,chat,ENTP,IPIP-NEO-120,Agreeableness,120,3.0417,1.1503,1,5,complete
Kimi-K2.5,chat,ENTP,IPIP-NEO-120,Conscientiousness,120,2.425,1.2018,1,5,complete
Kimi-K2.5,chat,ENTP,SD3,Machiavellianism,45,2.3778,0.9727,1,4,complete
Kimi-K2.5,chat,ENTP,SD3,Narcissism,45,4.1333,0.8327,2,5,complete
Kimi-K2.5,chat,ENTP,SD3,Psychopathy,45,3.4444,0.9323,2,5,complete
Kimi-K2.5,chat,ENTP,ZKPQ-50-CC,Activity,50,0.88,0.325,0,1,complete
Kimi-K2.5,chat,ENTP,ZKPQ-50-CC,Aggression-Hostility,50,0.76,0.4271,0,1,complete
Kimi-K2.5,chat,ENTP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.92,0.2713,0,1,complete
Kimi-K2.5,chat,ENTP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.0,0.0,0,0,complete
Kimi-K2.5,chat,ENTP,ZKPQ-50-CC,Sociability,50,0.9,0.3,0,1,complete
Kimi-K2.5,chat,ESTJ,EPQR-A,Psychoticism,30,0.0,0.0,0,0,complete
Kimi-K2.5,chat,ESTJ,EPQR-A,Extraversion,30,0.8333,0.3727,0,1,complete
Kimi-K2.5,chat,ESTJ,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Kimi-K2.5,chat,ESTJ,EPQR-A,Lie,30,0.8333,0.3727,0,1,complete
Kimi-K2.5,chat,ESTJ,IPIP-NEO-120,Neuroticism,120,1.425,0.8027,1,4,complete
Kimi-K2.5,chat,ESTJ,IPIP-NEO-120,Extraversion,120,3.4583,1.4312,1,5,complete
Kimi-K2.5,chat,ESTJ,IPIP-NEO-120,Openness,120,1.7833,0.6731,1,4,complete
Kimi-K2.5,chat,ESTJ,IPIP-NEO-120,Agreeableness,120,3.125,1.137,2,5,complete
Kimi-K2.5,chat,ESTJ,IPIP-NEO-120,Conscientiousness,120,4.7667,0.6018,2,5,complete
Kimi-K2.5,chat,ESTJ,SD3,Machiavellianism,45,2.6,1.3565,1,4,complete
Kimi-K2.5,chat,ESTJ,SD3,Narcissism,45,4.1778,1.1602,1,5,complete
Kimi-K2.5,chat,ESTJ,SD3,Psychopathy,45,2.0222,1.2908,1,4,complete
Kimi-K2.5,chat,ESTJ,ZKPQ-50-CC,Activity,50,1.0,0.0,1,1,complete
Kimi-K2.5,chat,ESTJ,ZKPQ-50-CC,Aggression-Hostility,50,0.66,0.4737,0,1,complete
Kimi-K2.5,chat,ESTJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
Kimi-K2.5,chat,ESTJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.0,0.0,0,0,complete
Kimi-K2.5,chat,ESTJ,ZKPQ-50-CC,Sociability,50,0.7,0.4583,0,1,complete
Kimi-K2.5,chat,ESFJ,EPQR-A,Psychoticism,30,0.0,0.0,0,0,complete
Kimi-K2.5,chat,ESFJ,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
Kimi-K2.5,chat,ESFJ,EPQR-A,Neuroticism,30,0.5,0.5,0,1,complete
Kimi-K2.5,chat,ESFJ,EPQR-A,Lie,30,0.8333,0.3727,0,1,complete
Kimi-K2.5,chat,ESFJ,IPIP-NEO-120,Neuroticism,120,2.1167,0.7872,1,4,complete
Kimi-K2.5,chat,ESFJ,IPIP-NEO-120,Extraversion,120,3.8583,1.247,1,5,complete
Kimi-K2.5,chat,ESFJ,IPIP-NEO-120,Openness,120,2.75,1.185,1,5,complete
Kimi-K2.5,chat,ESFJ,IPIP-NEO-120,Agreeableness,120,4.725,0.5158,3,5,complete
Kimi-K2.5,chat,ESFJ,IPIP-NEO-120,Conscientiousness,120,4.6333,0.5467,3,5,complete
Kimi-K2.5,chat,ESFJ,SD3,Machiavellianism,45,1.9556,1.0945,1,4,complete
Kimi-K2.5,chat,ESFJ,SD3,Narcissism,45,3.7556,0.735,2,5,complete
Kimi-K2.5,chat,ESFJ,SD3,Psychopathy,45,1.1556,0.3624,1,2,complete
Kimi-K2.5,chat,ESFJ,ZKPQ-50-CC,Activity,50,0.92,0.2713,0,1,complete
Kimi-K2.5,chat,ESFJ,ZKPQ-50-CC,Aggression-Hostility,50,0.16,0.3666,0,1,complete
Kimi-K2.5,chat,ESFJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
Kimi-K2.5,chat,ESFJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.34,0.4737,0,1,complete
Kimi-K2.5,chat,ESFJ,ZKPQ-50-CC,Sociability,50,0.92,0.2713,0,1,complete
Kimi-K2.5,chat,ENFJ,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
Kimi-K2.5,chat,ENFJ,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
Kimi-K2.5,chat,ENFJ,EPQR-A,Neuroticism,30,0.6333,0.4819,0,1,complete
Kimi-K2.5,chat,ENFJ,EPQR-A,Lie,30,0.6667,0.4714,0,1,complete
Kimi-K2.5,chat,ENFJ,IPIP-NEO-120,Neuroticism,120,2.1583,0.8266,1,4,complete
Kimi-K2.5,chat,ENFJ,IPIP-NEO-120,Extraversion,120,4.2667,0.9978,1,5,complete
Kimi-K2.5,chat,ENFJ,IPIP-NEO-120,Openness,120,4.075,0.9501,1,5,complete
Kimi-K2.5,chat,ENFJ,IPIP-NEO-120,Agreeableness,120,4.6667,0.8097,2,5,complete
Kimi-K2.5,chat,ENFJ,IPIP-NEO-120,Conscientiousness,120,4.225,0.5981,2,5,complete
Kimi-K2.5,chat,ENFJ,SD3,Machiavellianism,45,1.7111,0.9339,1,4,complete
Kimi-K2.5,chat,ENFJ,SD3,Narcissism,45,4.0889,0.7249,2,5,complete
Kimi-K2.5,chat,ENFJ,SD3,Psychopathy,45,1.3778,0.8243,1,4,complete
Kimi-K2.5,chat,ENFJ,ZKPQ-50-CC,Activity,50,0.96,0.196,0,1,complete
Kimi-K2.5,chat,ENFJ,ZKPQ-50-CC,Aggression-Hostility,50,0.2,0.4,0,1,complete
Kimi-K2.5,chat,ENFJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.18,0.3842,0,1,complete
Kimi-K2.5,chat,ENFJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.3,0.4583,0,1,complete
Kimi-K2.5,chat,ENFJ,ZKPQ-50-CC,Sociability,50,1.0,0.0,1,1,complete
Kimi-K2.5,chat,ENTJ,EPQR-A,Psychoticism,30,0.2333,0.423,0,1,complete
Kimi-K2.5,chat,ENTJ,EPQR-A,Extraversion,30,0.8667,0.3399,0,1,complete
Kimi-K2.5,chat,ENTJ,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Kimi-K2.5,chat,ENTJ,EPQR-A,Lie,30,0.6333,0.4819,0,1,complete
Kimi-K2.5,chat,ENTJ,IPIP-NEO-120,Neuroticism,120,1.3583,0.7615,1,4,complete
Kimi-K2.5,chat,ENTJ,IPIP-NEO-120,Extraversion,120,3.8917,1.1387,1,5,complete
Kimi-K2.5,chat,ENTJ,IPIP-NEO-120,Openness,120,3.125,1.4466,1,5,complete
Kimi-K2.5,chat,ENTJ,IPIP-NEO-120,Agreeableness,120,2.8583,1.1923,1,5,complete
Kimi-K2.5,chat,ENTJ,IPIP-NEO-120,Conscientiousness,120,4.55,0.9561,2,5,complete
Kimi-K2.5,chat,ENTJ,SD3,Machiavellianism,45,2.6667,1.2996,1,5,complete
Kimi-K2.5,chat,ENTJ,SD3,Narcissism,45,4.4,1.0832,1,5,complete
Kimi-K2.5,chat,ENTJ,SD3,Psychopathy,45,2.6222,1.2345,1,4,complete
Kimi-K2.5,chat,ENTJ,ZKPQ-50-CC,Activity,50,0.98,0.14,0,1,complete
Kimi-K2.5,chat,ENTJ,ZKPQ-50-CC,Aggression-Hostility,50,0.6,0.4899,0,1,complete
Kimi-K2.5,chat,ENTJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.14,0.347,0,1,complete
Kimi-K2.5,chat,ENTJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.0,0.0,0,0,complete
Kimi-K2.5,chat,ENTJ,ZKPQ-50-CC,Sociability,50,0.7,0.4583,0,1,complete
Kimi-K2.6,chat,Default,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
Kimi-K2.6,chat,Default,EPQR-A,Extraversion,30,0.3333,0.4714,0,1,complete
Kimi-K2.6,chat,Default,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Kimi-K2.6,chat,Default,EPQR-A,Lie,30,0.3333,0.4714,0,1,complete
Kimi-K2.6,chat,Default,IPIP-NEO-120,Neuroticism,120,1.3667,0.8844,1,5,complete
Kimi-K2.6,chat,Default,IPIP-NEO-120,Extraversion,120,2.4333,1.0703,1,4,complete
Kimi-K2.6,chat,Default,IPIP-NEO-120,Openness,120,3.1167,1.3428,1,5,complete
Kimi-K2.6,chat,Default,IPIP-NEO-120,Agreeableness,120,4.175,1.1377,1,5,complete
Kimi-K2.6,chat,Default,IPIP-NEO-120,Conscientiousness,120,3.9583,0.9609,1,5,complete
Kimi-K2.6,chat,Default,SD3,Machiavellianism,45,2.2889,1.3601,1,5,complete
Kimi-K2.6,chat,Default,SD3,Narcissism,45,2.6222,1.5676,1,5,complete
Kimi-K2.6,chat,Default,SD3,Psychopathy,45,1.4222,1.0643,1,5,complete
Kimi-K2.6,chat,Default,ZKPQ-50-CC,Activity,50,0.1,0.3,0,1,complete
Kimi-K2.6,chat,Default,ZKPQ-50-CC,Aggression-Hostility,50,0.16,0.3666,0,1,complete
Kimi-K2.6,chat,Default,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,Default,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,Default,ZKPQ-50-CC,Sociability,50,0.4,0.4899,0,1,complete
Kimi-K2.6,chat,ISTJ,EPQR-A,Psychoticism,30,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ISTJ,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ISTJ,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ISTJ,EPQR-A,Lie,30,0.8333,0.3727,0,1,complete
Kimi-K2.6,chat,ISTJ,IPIP-NEO-120,Neuroticism,120,1.575,0.8333,1,4,complete
Kimi-K2.6,chat,ISTJ,IPIP-NEO-120,Extraversion,120,1.7583,0.8563,1,5,complete
Kimi-K2.6,chat,ISTJ,IPIP-NEO-120,Openness,120,1.9,0.8206,1,4,complete
Kimi-K2.6,chat,ISTJ,IPIP-NEO-120,Agreeableness,120,3.575,1.3144,2,5,complete
Kimi-K2.6,chat,ISTJ,IPIP-NEO-120,Conscientiousness,120,4.775,0.6514,2,5,complete
Kimi-K2.6,chat,ISTJ,SD3,Machiavellianism,45,2.4667,1.4545,1,5,complete
Kimi-K2.6,chat,ISTJ,SD3,Narcissism,45,1.8889,0.8225,1,4,complete
Kimi-K2.6,chat,ISTJ,SD3,Psychopathy,45,1.3111,0.4629,1,2,complete
Kimi-K2.6,chat,ISTJ,ZKPQ-50-CC,Activity,50,0.32,0.4665,0,1,complete
Kimi-K2.6,chat,ISTJ,ZKPQ-50-CC,Aggression-Hostility,50,0.2,0.4,0,1,complete
Kimi-K2.6,chat,ISTJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ISTJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ISTJ,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ISFJ,EPQR-A,Psychoticism,30,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ISFJ,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ISFJ,EPQR-A,Neuroticism,30,0.5,0.5,0,1,complete
Kimi-K2.6,chat,ISFJ,EPQR-A,Lie,30,0.8,0.4,0,1,complete
Kimi-K2.6,chat,ISFJ,IPIP-NEO-120,Neuroticism,120,2.275,1.0643,1,4,complete
Kimi-K2.6,chat,ISFJ,IPIP-NEO-120,Extraversion,120,2.0,0.8165,1,4,complete
Kimi-K2.6,chat,ISFJ,IPIP-NEO-120,Openness,120,2.5417,1.1754,1,5,complete
Kimi-K2.6,chat,ISFJ,IPIP-NEO-120,Agreeableness,120,4.7417,0.4377,4,5,complete
Kimi-K2.6,chat,ISFJ,IPIP-NEO-120,Conscientiousness,120,4.7083,0.6757,2,5,complete
Kimi-K2.6,chat,ISFJ,SD3,Machiavellianism,45,2.0222,1.2016,1,4,complete
Kimi-K2.6,chat,ISFJ,SD3,Narcissism,45,1.7333,0.4422,1,2,complete
Kimi-K2.6,chat,ISFJ,SD3,Psychopathy,45,1.0889,0.2846,1,2,complete
Kimi-K2.6,chat,ISFJ,ZKPQ-50-CC,Activity,50,0.04,0.196,0,1,complete
Kimi-K2.6,chat,ISFJ,ZKPQ-50-CC,Aggression-Hostility,50,0.1,0.3,0,1,complete
Kimi-K2.6,chat,ISFJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ISFJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.34,0.4737,0,1,complete
Kimi-K2.6,chat,ISFJ,ZKPQ-50-CC,Sociability,50,0.06,0.2375,0,1,complete
Kimi-K2.6,chat,INFJ,EPQR-A,Psychoticism,30,0.1333,0.3399,0,1,complete
Kimi-K2.6,chat,INFJ,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Kimi-K2.6,chat,INFJ,EPQR-A,Neuroticism,30,0.7667,0.423,0,1,complete
Kimi-K2.6,chat,INFJ,EPQR-A,Lie,30,0.6333,0.4819,0,1,complete
Kimi-K2.6,chat,INFJ,IPIP-NEO-120,Neuroticism,120,2.5667,1.1671,1,4,complete
Kimi-K2.6,chat,INFJ,IPIP-NEO-120,Extraversion,120,2.1083,0.9899,1,5,complete
Kimi-K2.6,chat,INFJ,IPIP-NEO-120,Openness,120,4.3917,1.0432,1,5,complete
Kimi-K2.6,chat,INFJ,IPIP-NEO-120,Agreeableness,120,4.4583,0.921,2,5,complete
Kimi-K2.6,chat,INFJ,IPIP-NEO-120,Conscientiousness,120,4.4,0.5972,2,5,complete
Kimi-K2.6,chat,INFJ,SD3,Machiavellianism,45,2.1778,1.3871,1,5,complete
Kimi-K2.6,chat,INFJ,SD3,Narcissism,45,2.3556,0.9227,1,5,complete
Kimi-K2.6,chat,INFJ,SD3,Psychopathy,45,1.2222,0.4157,1,2,complete
Kimi-K2.6,chat,INFJ,ZKPQ-50-CC,Activity,50,0.06,0.2375,0,1,complete
Kimi-K2.6,chat,INFJ,ZKPQ-50-CC,Aggression-Hostility,50,0.2,0.4,0,1,complete
Kimi-K2.6,chat,INFJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,INFJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.56,0.4964,0,1,complete
Kimi-K2.6,chat,INFJ,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,INTJ,EPQR-A,Psychoticism,30,0.2,0.4,0,1,complete
Kimi-K2.6,chat,INTJ,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Kimi-K2.6,chat,INTJ,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Kimi-K2.6,chat,INTJ,EPQR-A,Lie,30,0.5,0.5,0,1,complete
Kimi-K2.6,chat,INTJ,IPIP-NEO-120,Neuroticism,120,1.5583,0.8925,1,4,complete
Kimi-K2.6,chat,INTJ,IPIP-NEO-120,Extraversion,120,2.025,1.2142,1,5,complete
Kimi-K2.6,chat,INTJ,IPIP-NEO-120,Openness,120,3.475,1.4022,1,5,complete
Kimi-K2.6,chat,INTJ,IPIP-NEO-120,Agreeableness,120,2.8167,1.3228,1,5,complete
Kimi-K2.6,chat,INTJ,IPIP-NEO-120,Conscientiousness,120,4.5417,0.7842,1,5,complete
Kimi-K2.6,chat,INTJ,SD3,Machiavellianism,45,3.0667,1.6111,1,5,complete
Kimi-K2.6,chat,INTJ,SD3,Narcissism,45,3.2,1.3433,1,5,complete
Kimi-K2.6,chat,INTJ,SD3,Psychopathy,45,1.9111,1.2078,1,4,complete
Kimi-K2.6,chat,INTJ,ZKPQ-50-CC,Activity,50,0.42,0.4936,0,1,complete
Kimi-K2.6,chat,INTJ,ZKPQ-50-CC,Aggression-Hostility,50,0.3,0.4583,0,1,complete
Kimi-K2.6,chat,INTJ,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,INTJ,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,INTJ,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ISTP,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
Kimi-K2.6,chat,ISTP,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ISTP,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ISTP,EPQR-A,Lie,30,0.1667,0.3727,0,1,complete
Kimi-K2.6,chat,ISTP,IPIP-NEO-120,Neuroticism,120,1.625,0.8273,1,4,complete
Kimi-K2.6,chat,ISTP,IPIP-NEO-120,Extraversion,120,2.0333,0.8938,1,5,complete
Kimi-K2.6,chat,ISTP,IPIP-NEO-120,Openness,120,2.8083,1.0747,1,5,complete
Kimi-K2.6,chat,ISTP,IPIP-NEO-120,Agreeableness,120,3.25,1.2467,1,5,complete
Kimi-K2.6,chat,ISTP,IPIP-NEO-120,Conscientiousness,120,3.0833,1.2287,1,5,complete
Kimi-K2.6,chat,ISTP,SD3,Machiavellianism,45,2.6444,1.2676,1,5,complete
Kimi-K2.6,chat,ISTP,SD3,Narcissism,45,1.9778,0.7146,1,4,complete
Kimi-K2.6,chat,ISTP,SD3,Psychopathy,45,2.3556,1.2321,1,5,complete
Kimi-K2.6,chat,ISTP,ZKPQ-50-CC,Activity,50,0.3,0.4583,0,1,complete
Kimi-K2.6,chat,ISTP,ZKPQ-50-CC,Aggression-Hostility,50,0.24,0.4271,0,1,complete
Kimi-K2.6,chat,ISTP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.62,0.4854,0,1,complete
Kimi-K2.6,chat,ISTP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ISTP,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ISFP,EPQR-A,Psychoticism,30,0.1667,0.3727,0,1,complete
Kimi-K2.6,chat,ISFP,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ISFP,EPQR-A,Neuroticism,30,0.5333,0.4989,0,1,complete
Kimi-K2.6,chat,ISFP,EPQR-A,Lie,30,0.4,0.4899,0,1,complete
Kimi-K2.6,chat,ISFP,IPIP-NEO-120,Neuroticism,120,2.65,1.0054,1,4,complete
Kimi-K2.6,chat,ISFP,IPIP-NEO-120,Extraversion,120,2.025,0.811,1,4,complete
Kimi-K2.6,chat,ISFP,IPIP-NEO-120,Openness,120,3.5083,1.169,2,5,complete
Kimi-K2.6,chat,ISFP,IPIP-NEO-120,Agreeableness,120,4.4833,0.7526,2,5,complete
Kimi-K2.6,chat,ISFP,IPIP-NEO-120,Conscientiousness,120,3.0,1.0,1,5,complete
Kimi-K2.6,chat,ISFP,SD3,Machiavellianism,45,1.9556,1.1729,1,4,complete
Kimi-K2.6,chat,ISFP,SD3,Narcissism,45,1.6667,0.5164,1,3,complete
Kimi-K2.6,chat,ISFP,SD3,Psychopathy,45,1.3111,0.4629,1,2,complete
Kimi-K2.6,chat,ISFP,ZKPQ-50-CC,Activity,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ISFP,ZKPQ-50-CC,Aggression-Hostility,50,0.1,0.3,0,1,complete
Kimi-K2.6,chat,ISFP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.44,0.4964,0,1,complete
Kimi-K2.6,chat,ISFP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.36,0.48,0,1,complete
Kimi-K2.6,chat,ISFP,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,INFP,EPQR-A,Psychoticism,30,0.3,0.4583,0,1,complete
Kimi-K2.6,chat,INFP,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Kimi-K2.6,chat,INFP,EPQR-A,Neuroticism,30,0.8333,0.3727,0,1,complete
Kimi-K2.6,chat,INFP,EPQR-A,Lie,30,0.3,0.4583,0,1,complete
Kimi-K2.6,chat,INFP,IPIP-NEO-120,Neuroticism,120,3.0667,1.0306,1,4,complete
Kimi-K2.6,chat,INFP,IPIP-NEO-120,Extraversion,120,2.0167,0.7956,1,4,complete
Kimi-K2.6,chat,INFP,IPIP-NEO-120,Openness,120,4.75,0.4873,2,5,complete
Kimi-K2.6,chat,INFP,IPIP-NEO-120,Agreeableness,120,4.65,0.7147,2,5,complete
Kimi-K2.6,chat,INFP,IPIP-NEO-120,Conscientiousness,120,3.1833,1.2714,1,5,complete
Kimi-K2.6,chat,INFP,SD3,Machiavellianism,45,1.5556,0.9788,1,4,complete
Kimi-K2.6,chat,INFP,SD3,Narcissism,45,2.1778,0.9496,1,5,complete
Kimi-K2.6,chat,INFP,SD3,Psychopathy,45,1.2667,0.4422,1,2,complete
Kimi-K2.6,chat,INFP,ZKPQ-50-CC,Activity,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,INFP,ZKPQ-50-CC,Aggression-Hostility,50,0.2,0.4,0,1,complete
Kimi-K2.6,chat,INFP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.34,0.4737,0,1,complete
Kimi-K2.6,chat,INFP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.84,0.3666,0,1,complete
Kimi-K2.6,chat,INFP,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,INTP,EPQR-A,Psychoticism,30,0.3333,0.4714,0,1,complete
Kimi-K2.6,chat,INTP,EPQR-A,Extraversion,30,0.0,0.0,0,0,complete
Kimi-K2.6,chat,INTP,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Kimi-K2.6,chat,INTP,EPQR-A,Lie,30,0.2333,0.423,0,1,complete
Kimi-K2.6,chat,INTP,IPIP-NEO-120,Neuroticism,120,2.0167,0.9218,1,4,complete
Kimi-K2.6,chat,INTP,IPIP-NEO-120,Extraversion,120,1.6333,0.7295,1,5,complete
Kimi-K2.6,chat,INTP,IPIP-NEO-120,Openness,120,4.0333,1.0562,1,5,complete
Kimi-K2.6,chat,INTP,IPIP-NEO-120,Agreeableness,120,3.2833,1.3915,1,5,complete
Kimi-K2.6,chat,INTP,IPIP-NEO-120,Conscientiousness,120,2.825,1.2758,1,5,complete
Kimi-K2.6,chat,INTP,SD3,Machiavellianism,45,2.4,1.3728,1,5,complete
Kimi-K2.6,chat,INTP,SD3,Narcissism,45,1.8889,1.0796,1,5,complete
Kimi-K2.6,chat,INTP,SD3,Psychopathy,45,1.5111,0.8061,1,4,complete
Kimi-K2.6,chat,INTP,ZKPQ-50-CC,Activity,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,INTP,ZKPQ-50-CC,Aggression-Hostility,50,0.18,0.3842,0,1,complete
Kimi-K2.6,chat,INTP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,0.22,0.4142,0,1,complete
Kimi-K2.6,chat,INTP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.04,0.196,0,1,complete
Kimi-K2.6,chat,INTP,ZKPQ-50-CC,Sociability,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ESTP,EPQR-A,Psychoticism,30,0.6667,0.4714,0,1,complete
Kimi-K2.6,chat,ESTP,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
Kimi-K2.6,chat,ESTP,EPQR-A,Neuroticism,30,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ESTP,EPQR-A,Lie,30,0.0333,0.1795,0,1,complete
Kimi-K2.6,chat,ESTP,IPIP-NEO-120,Neuroticism,120,1.8167,1.3291,1,5,complete
Kimi-K2.6,chat,ESTP,IPIP-NEO-120,Extraversion,120,4.8167,0.3869,4,5,complete
Kimi-K2.6,chat,ESTP,IPIP-NEO-120,Openness,120,2.6,1.4799,1,5,complete
Kimi-K2.6,chat,ESTP,IPIP-NEO-120,Agreeableness,120,2.975,1.158,1,5,complete
Kimi-K2.6,chat,ESTP,IPIP-NEO-120,Conscientiousness,120,2.8417,1.3723,1,5,complete
Kimi-K2.6,chat,ESTP,SD3,Machiavellianism,45,2.6,1.2,1,4,complete
Kimi-K2.6,chat,ESTP,SD3,Narcissism,45,4.1556,0.8933,2,5,complete
Kimi-K2.6,chat,ESTP,SD3,Psychopathy,45,4.0222,0.8816,2,5,complete
Kimi-K2.6,chat,ESTP,ZKPQ-50-CC,Activity,50,1.0,0.0,1,1,complete
Kimi-K2.6,chat,ESTP,ZKPQ-50-CC,Aggression-Hostility,50,0.86,0.347,0,1,complete
Kimi-K2.6,chat,ESTP,ZKPQ-50-CC,Impulsive_Sensation_Seeking,50,1.0,0.0,1,1,complete
Kimi-K2.6,chat,ESTP,ZKPQ-50-CC,Neuroticism-Anxiety,50,0.0,0.0,0,0,complete
Kimi-K2.6,chat,ESTP,ZKPQ-50-CC,Sociability,50,0.96,0.196,0,1,complete
Kimi-K2.6,chat,ESFP,EPQR-A,Psychoticism,30,0.4,0.4899,0,1,complete
Kimi-K2.6,chat,ESFP,EPQR-A,Extraversion,30,1.0,0.0,1,1,complete
