model,persona,condition,scale,domain,agreement
MiniMax-M2.7,ESTP,MBTI,SD3,Psychopathy,0.9607142857142857
MiniMax-M2.7,ESTP,MBTI,ZKPQ-50-CC,Activity,1.0
MiniMax-M2.7,ESTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666667
MiniMax-M2.7,ESTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.9555555555555556
MiniMax-M2.7,ESTP,MBTI,ZKPQ-50-CC,Sociability,1.0
MiniMax-M2.7,ESFP,MBTI,EPQR-A,Extraversion,1.0
MiniMax-M2.7,ESFP,MBTI,EPQR-A,Lie,1.0
MiniMax-M2.7,ESFP,MBTI,IPIP-NEO-120,Agreeableness,0.9949579831932773
MiniMax-M2.7,ESFP,MBTI,IPIP-NEO-120,Conscientiousness,0.8155462184873948
MiniMax-M2.7,ESFP,MBTI,IPIP-NEO-120,Extraversion,0.976190476190476
MiniMax-M2.7,ESFP,MBTI,IPIP-NEO-120,Neuroticism,0.7594736842105263
MiniMax-M2.7,ESFP,MBTI,IPIP-NEO-120,Openness,0.9655555555555555
MiniMax-M2.7,ESFP,MBTI,SD3,Narcissism,0.9083333333333333
MiniMax-M2.7,ESFP,MBTI,SD3,Psychopathy,0.85
MiniMax-M2.7,ESFP,MBTI,ZKPQ-50-CC,Activity,0.925
MiniMax-M2.7,ESFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8666666666666667
MiniMax-M2.7,ESFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8444444444444444
MiniMax-M2.7,ESFP,MBTI,ZKPQ-50-CC,Sociability,1.0
MiniMax-M2.7,ENFP,MBTI,EPQR-A,Extraversion,1.0
MiniMax-M2.7,ENFP,MBTI,EPQR-A,Lie,0.85
MiniMax-M2.7,ENFP,MBTI,IPIP-NEO-120,Agreeableness,0.9495798319327733
MiniMax-M2.7,ENFP,MBTI,IPIP-NEO-120,Conscientiousness,0.8147058823529412
MiniMax-M2.7,ENFP,MBTI,IPIP-NEO-120,Extraversion,0.9761904761904758
MiniMax-M2.7,ENFP,MBTI,IPIP-NEO-120,Neuroticism,0.7873684210526316
MiniMax-M2.7,ENFP,MBTI,IPIP-NEO-120,Openness,0.9644444444444444
MiniMax-M2.7,ENFP,MBTI,SD3,Narcissism,0.9166666666666666
MiniMax-M2.7,ENFP,MBTI,SD3,Psychopathy,0.8357142857142857
MiniMax-M2.7,ENFP,MBTI,ZKPQ-50-CC,Activity,0.675
MiniMax-M2.7,ENFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.5904761904761905
MiniMax-M2.7,ENFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.4444444444444444
MiniMax-M2.7,ENFP,MBTI,ZKPQ-50-CC,Sociability,0.9666666666666667
MiniMax-M2.7,ENTP,MBTI,EPQR-A,Extraversion,1.0
MiniMax-M2.7,ENTP,MBTI,EPQR-A,Lie,0.9
MiniMax-M2.7,ENTP,MBTI,IPIP-NEO-120,Agreeableness,0.8382352941176472
MiniMax-M2.7,ENTP,MBTI,IPIP-NEO-120,Conscientiousness,0.8739495798319328
MiniMax-M2.7,ENTP,MBTI,IPIP-NEO-120,Extraversion,0.9166666666666667
MiniMax-M2.7,ENTP,MBTI,IPIP-NEO-120,Neuroticism,0.7494736842105264
MiniMax-M2.7,ENTP,MBTI,IPIP-NEO-120,Openness,0.9466666666666668
MiniMax-M2.7,ENTP,MBTI,SD3,Narcissism,0.7666666666666666
MiniMax-M2.7,ENTP,MBTI,SD3,Psychopathy,0.9964285714285714
MiniMax-M2.7,ENTP,MBTI,ZKPQ-50-CC,Activity,0.65
MiniMax-M2.7,ENTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.9333333333333333
MiniMax-M2.7,ENTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8666666666666667
MiniMax-M2.7,ENTP,MBTI,ZKPQ-50-CC,Sociability,0.8666666666666667
MiniMax-M2.7,ESTJ,MBTI,EPQR-A,Extraversion,0.2666666666666666
MiniMax-M2.7,ESTJ,MBTI,EPQR-A,Lie,0.8
MiniMax-M2.7,ESTJ,MBTI,IPIP-NEO-120,Agreeableness,0.8008403361344537
MiniMax-M2.7,ESTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9718487394957984
MiniMax-M2.7,ESTJ,MBTI,IPIP-NEO-120,Extraversion,0.7214285714285714
MiniMax-M2.7,ESTJ,MBTI,IPIP-NEO-120,Neuroticism,0.8636842105263158
MiniMax-M2.7,ESTJ,MBTI,IPIP-NEO-120,Openness,0.9833333333333334
MiniMax-M2.7,ESTJ,MBTI,SD3,Narcissism,0.8916666666666666
MiniMax-M2.7,ESTJ,MBTI,SD3,Psychopathy,0.9999999999999999
MiniMax-M2.7,ESTJ,MBTI,ZKPQ-50-CC,Activity,1.0
MiniMax-M2.7,ESTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.7333333333333334
MiniMax-M2.7,ESTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
MiniMax-M2.7,ESTJ,MBTI,ZKPQ-50-CC,Sociability,0.7166666666666666
MiniMax-M2.7,ESFJ,MBTI,EPQR-A,Extraversion,1.0
MiniMax-M2.7,ESFJ,MBTI,EPQR-A,Lie,0.65
MiniMax-M2.7,ESFJ,MBTI,IPIP-NEO-120,Agreeableness,0.9647058823529413
MiniMax-M2.7,ESFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9470588235294117
MiniMax-M2.7,ESFJ,MBTI,IPIP-NEO-120,Extraversion,0.8880952380952383
MiniMax-M2.7,ESFJ,MBTI,IPIP-NEO-120,Neuroticism,0.9363157894736842
MiniMax-M2.7,ESFJ,MBTI,IPIP-NEO-120,Openness,0.9655555555555556
MiniMax-M2.7,ESFJ,MBTI,SD3,Narcissism,0.9583333333333331
MiniMax-M2.7,ESFJ,MBTI,SD3,Psychopathy,0.8928571428571428
MiniMax-M2.7,ESFJ,MBTI,ZKPQ-50-CC,Activity,0.95
MiniMax-M2.7,ESFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.33333333333333337
MiniMax-M2.7,ESFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.9555555555555555
MiniMax-M2.7,ESFJ,MBTI,ZKPQ-50-CC,Sociability,1.0
MiniMax-M2.7,ENFJ,MBTI,EPQR-A,Extraversion,1.0
MiniMax-M2.7,ENFJ,MBTI,EPQR-A,Lie,0.9500000000000001
MiniMax-M2.7,ENFJ,MBTI,IPIP-NEO-120,Agreeableness,0.9319327731092437
MiniMax-M2.7,ENFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9941176470588233
MiniMax-M2.7,ENFJ,MBTI,IPIP-NEO-120,Extraversion,0.9476190476190474
MiniMax-M2.7,ENFJ,MBTI,IPIP-NEO-120,Neuroticism,0.9668421052631578
MiniMax-M2.7,ENFJ,MBTI,IPIP-NEO-120,Openness,0.9555555555555556
MiniMax-M2.7,ENFJ,MBTI,SD3,Narcissism,0.8166666666666667
MiniMax-M2.7,ENFJ,MBTI,SD3,Psychopathy,0.8071428571428572
MiniMax-M2.7,ENFJ,MBTI,ZKPQ-50-CC,Activity,0.925
MiniMax-M2.7,ENFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.33333333333333337
MiniMax-M2.7,ENFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.4444444444444444
MiniMax-M2.7,ENFJ,MBTI,ZKPQ-50-CC,Sociability,0.8333333333333334
MiniMax-M2.7,ENTJ,MBTI,EPQR-A,Extraversion,0.6666666666666666
MiniMax-M2.7,ENTJ,MBTI,EPQR-A,Lie,0.9
MiniMax-M2.7,ENTJ,MBTI,IPIP-NEO-120,Agreeableness,0.7735294117647058
MiniMax-M2.7,ENTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9117647058823528
MiniMax-M2.7,ENTJ,MBTI,IPIP-NEO-120,Extraversion,0.7666666666666667
MiniMax-M2.7,ENTJ,MBTI,IPIP-NEO-120,Neuroticism,0.8263157894736841
MiniMax-M2.7,ENTJ,MBTI,IPIP-NEO-120,Openness,0.8222222222222222
MiniMax-M2.7,ENTJ,MBTI,SD3,Narcissism,0.775
MiniMax-M2.7,ENTJ,MBTI,SD3,Psychopathy,0.8607142857142855
MiniMax-M2.7,ENTJ,MBTI,ZKPQ-50-CC,Activity,1.0
MiniMax-M2.7,ENTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8190476190476191
MiniMax-M2.7,ENTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
MiniMax-M2.7,ENTJ,MBTI,ZKPQ-50-CC,Sociability,0.7
Qwen3-235B-A22B,Default,Default,EPQR-A,Extraversion,0.6666666666666667
Qwen3-235B-A22B,Default,Default,EPQR-A,Lie,1.0
Qwen3-235B-A22B,Default,Default,IPIP-NEO-120,Agreeableness,0.9840336134453782
Qwen3-235B-A22B,Default,Default,IPIP-NEO-120,Conscientiousness,0.9281512605042017
Qwen3-235B-A22B,Default,Default,IPIP-NEO-120,Extraversion,0.9380952380952381
Qwen3-235B-A22B,Default,Default,IPIP-NEO-120,Neuroticism,0.9847368421052632
Qwen3-235B-A22B,Default,Default,IPIP-NEO-120,Openness,0.7877777777777778
Qwen3-235B-A22B,Default,Default,SD3,Narcissism,0.9416666666666665
Qwen3-235B-A22B,Default,Default,SD3,Psychopathy,0.7142857142857143
Qwen3-235B-A22B,Default,Default,ZKPQ-50-CC,Activity,0.25
Qwen3-235B-A22B,Default,Default,ZKPQ-50-CC,Aggression-Hostility,0.9333333333333333
Qwen3-235B-A22B,Default,Default,ZKPQ-50-CC,Neuroticism-Anxiety,0.19999999999999996
Qwen3-235B-A22B,Default,Default,ZKPQ-50-CC,Sociability,0.09999999999999998
Qwen3-235B-A22B,ISTJ,MBTI,EPQR-A,Extraversion,1.0
Qwen3-235B-A22B,ISTJ,MBTI,EPQR-A,Lie,0.75
Qwen3-235B-A22B,ISTJ,MBTI,IPIP-NEO-120,Agreeableness,0.7012605042016807
Qwen3-235B-A22B,ISTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9558823529411764
Qwen3-235B-A22B,ISTJ,MBTI,IPIP-NEO-120,Extraversion,0.680952380952381
Qwen3-235B-A22B,ISTJ,MBTI,IPIP-NEO-120,Neuroticism,0.8126315789473684
Qwen3-235B-A22B,ISTJ,MBTI,IPIP-NEO-120,Openness,0.82
Qwen3-235B-A22B,ISTJ,MBTI,SD3,Narcissism,1.0
Qwen3-235B-A22B,ISTJ,MBTI,SD3,Psychopathy,0.9642857142857143
Qwen3-235B-A22B,ISTJ,MBTI,ZKPQ-50-CC,Activity,0.5
Qwen3-235B-A22B,ISTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666667
Qwen3-235B-A22B,ISTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8888888888888888
Qwen3-235B-A22B,ISTJ,MBTI,ZKPQ-50-CC,Sociability,0.8
Qwen3-235B-A22B,ISFJ,MBTI,EPQR-A,Extraversion,0.6666666666666667
Qwen3-235B-A22B,ISFJ,MBTI,EPQR-A,Lie,0.75
Qwen3-235B-A22B,ISFJ,MBTI,IPIP-NEO-120,Agreeableness,0.947058823529412
Qwen3-235B-A22B,ISFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9768907563025211
Qwen3-235B-A22B,ISFJ,MBTI,IPIP-NEO-120,Extraversion,0.7523809523809524
Qwen3-235B-A22B,ISFJ,MBTI,IPIP-NEO-120,Neuroticism,0.7926315789473686
Qwen3-235B-A22B,ISFJ,MBTI,IPIP-NEO-120,Openness,0.8722222222222221
Qwen3-235B-A22B,ISFJ,MBTI,SD3,Narcissism,0.95
Qwen3-235B-A22B,ISFJ,MBTI,SD3,Psychopathy,1.0
Qwen3-235B-A22B,ISFJ,MBTI,ZKPQ-50-CC,Activity,0.75
Qwen3-235B-A22B,ISFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666667
Qwen3-235B-A22B,ISFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.5555555555555556
Qwen3-235B-A22B,ISFJ,MBTI,ZKPQ-50-CC,Sociability,0.5833333333333334
Qwen3-235B-A22B,INFJ,MBTI,EPQR-A,Extraversion,0.8666666666666667
Qwen3-235B-A22B,INFJ,MBTI,EPQR-A,Lie,1.0
Qwen3-235B-A22B,INFJ,MBTI,IPIP-NEO-120,Agreeableness,0.9365546218487397
Qwen3-235B-A22B,INFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.984033613445378
Qwen3-235B-A22B,INFJ,MBTI,IPIP-NEO-120,Extraversion,0.8833333333333334
Qwen3-235B-A22B,INFJ,MBTI,IPIP-NEO-120,Neuroticism,0.9068421052631579
Qwen3-235B-A22B,INFJ,MBTI,IPIP-NEO-120,Openness,0.9833333333333334
Qwen3-235B-A22B,INFJ,MBTI,SD3,Narcissism,0.8833333333333333
Qwen3-235B-A22B,INFJ,MBTI,SD3,Psychopathy,1.0
Qwen3-235B-A22B,INFJ,MBTI,ZKPQ-50-CC,Activity,0.625
Qwen3-235B-A22B,INFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666667
Qwen3-235B-A22B,INFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.48888888888888893
Qwen3-235B-A22B,INFJ,MBTI,ZKPQ-50-CC,Sociability,0.5833333333333334
Qwen3-235B-A22B,INTJ,MBTI,EPQR-A,Extraversion,1.0
Qwen3-235B-A22B,INTJ,MBTI,EPQR-A,Lie,0.5
Qwen3-235B-A22B,INTJ,MBTI,IPIP-NEO-120,Agreeableness,0.6491596638655462
Qwen3-235B-A22B,INTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9655462184873949
Qwen3-235B-A22B,INTJ,MBTI,IPIP-NEO-120,Extraversion,0.969047619047619
Qwen3-235B-A22B,INTJ,MBTI,IPIP-NEO-120,Neuroticism,0.8973684210526316
Qwen3-235B-A22B,INTJ,MBTI,IPIP-NEO-120,Openness,0.84
Qwen3-235B-A22B,INTJ,MBTI,SD3,Narcissism,0.8416666666666666
Qwen3-235B-A22B,INTJ,MBTI,SD3,Psychopathy,0.8214285714285714
Qwen3-235B-A22B,INTJ,MBTI,ZKPQ-50-CC,Activity,0.85
Qwen3-235B-A22B,INTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.6476190476190478
Qwen3-235B-A22B,INTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.9333333333333333
Qwen3-235B-A22B,INTJ,MBTI,ZKPQ-50-CC,Sociability,1.0
Qwen3-235B-A22B,ISTP,MBTI,EPQR-A,Extraversion,0.6666666666666667
Qwen3-235B-A22B,ISTP,MBTI,EPQR-A,Lie,0.95
Qwen3-235B-A22B,ISTP,MBTI,IPIP-NEO-120,Agreeableness,0.5310924369747899
Qwen3-235B-A22B,ISTP,MBTI,IPIP-NEO-120,Conscientiousness,0.9071428571428571
Qwen3-235B-A22B,ISTP,MBTI,IPIP-NEO-120,Extraversion,0.9595238095238094
Qwen3-235B-A22B,ISTP,MBTI,IPIP-NEO-120,Neuroticism,0.9421052631578948
Qwen3-235B-A22B,ISTP,MBTI,IPIP-NEO-120,Openness,0.9966666666666667
Qwen3-235B-A22B,ISTP,MBTI,SD3,Narcissism,0.7416666666666667
Qwen3-235B-A22B,ISTP,MBTI,SD3,Psychopathy,0.8821428571428571
Qwen3-235B-A22B,ISTP,MBTI,ZKPQ-50-CC,Activity,0.75
Qwen3-235B-A22B,ISTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.7523809523809524
Qwen3-235B-A22B,ISTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
Qwen3-235B-A22B,ISTP,MBTI,ZKPQ-50-CC,Sociability,1.0
Qwen3-235B-A22B,ISFP,MBTI,EPQR-A,Extraversion,0.6666666666666667
Qwen3-235B-A22B,ISFP,MBTI,EPQR-A,Lie,1.0
Qwen3-235B-A22B,ISFP,MBTI,IPIP-NEO-120,Agreeableness,0.9277310924369748
Qwen3-235B-A22B,ISFP,MBTI,IPIP-NEO-120,Conscientiousness,0.8747899159663867
Qwen3-235B-A22B,ISFP,MBTI,IPIP-NEO-120,Extraversion,0.9214285714285715
Qwen3-235B-A22B,ISFP,MBTI,IPIP-NEO-120,Neuroticism,0.9610526315789475
Qwen3-235B-A22B,ISFP,MBTI,IPIP-NEO-120,Openness,0.891111111111111
Qwen3-235B-A22B,ISFP,MBTI,SD3,Narcissism,0.9333333333333333
Qwen3-235B-A22B,ISFP,MBTI,SD3,Psychopathy,0.975
Qwen3-235B-A22B,ISFP,MBTI,ZKPQ-50-CC,Activity,0.875
Qwen3-235B-A22B,ISFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.780952380952381
Qwen3-235B-A22B,ISFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.24444444444444446
Qwen3-235B-A22B,ISFP,MBTI,ZKPQ-50-CC,Sociability,0.95
Qwen3-235B-A22B,INFP,MBTI,EPQR-A,Extraversion,0.4666666666666667
Qwen3-235B-A22B,INFP,MBTI,EPQR-A,Lie,1.0
Qwen3-235B-A22B,INFP,MBTI,IPIP-NEO-120,Agreeableness,0.9693277310924369
Qwen3-235B-A22B,INFP,MBTI,IPIP-NEO-120,Conscientiousness,0.9550420168067228
Qwen3-235B-A22B,INFP,MBTI,IPIP-NEO-120,Extraversion,0.9976190476190476
Qwen3-235B-A22B,INFP,MBTI,IPIP-NEO-120,Neuroticism,0.8463157894736841
Qwen3-235B-A22B,INFP,MBTI,IPIP-NEO-120,Openness,0.8888888888888888
Qwen3-235B-A22B,INFP,MBTI,SD3,Narcissism,0.9416666666666668
Qwen3-235B-A22B,INFP,MBTI,SD3,Psychopathy,0.725
Qwen3-235B-A22B,INFP,MBTI,ZKPQ-50-CC,Activity,1.0
Qwen3-235B-A22B,INFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.7238095238095239
Qwen3-235B-A22B,INFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.11111111111111116
Qwen3-235B-A22B,INFP,MBTI,ZKPQ-50-CC,Sociability,0.9833333333333334
Qwen3-235B-A22B,INTP,MBTI,EPQR-A,Extraversion,1.0
Qwen3-235B-A22B,INTP,MBTI,EPQR-A,Lie,0.5
Qwen3-235B-A22B,INTP,MBTI,IPIP-NEO-120,Agreeableness,0.5970588235294118
Qwen3-235B-A22B,INTP,MBTI,IPIP-NEO-120,Conscientiousness,0.922689075630252
Qwen3-235B-A22B,INTP,MBTI,IPIP-NEO-120,Extraversion,0.8261904761904761
Qwen3-235B-A22B,INTP,MBTI,IPIP-NEO-120,Neuroticism,0.7621052631578948
Qwen3-235B-A22B,INTP,MBTI,IPIP-NEO-120,Openness,0.9922222222222223
Qwen3-235B-A22B,INTP,MBTI,SD3,Narcissism,0.7750000000000001
Qwen3-235B-A22B,INTP,MBTI,SD3,Psychopathy,0.7535714285714286
Qwen3-235B-A22B,INTP,MBTI,ZKPQ-50-CC,Activity,0.6
Qwen3-235B-A22B,INTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.6190476190476191
Qwen3-235B-A22B,INTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8888888888888888
Qwen3-235B-A22B,INTP,MBTI,ZKPQ-50-CC,Sociability,1.0
Qwen3-235B-A22B,ESTP,MBTI,EPQR-A,Extraversion,1.0
Qwen3-235B-A22B,ESTP,MBTI,EPQR-A,Lie,0.5
Qwen3-235B-A22B,ESTP,MBTI,IPIP-NEO-120,Agreeableness,0.7747899159663865
Qwen3-235B-A22B,ESTP,MBTI,IPIP-NEO-120,Conscientiousness,0.4273109243697477
Qwen3-235B-A22B,ESTP,MBTI,IPIP-NEO-120,Extraversion,0.9857142857142858
Qwen3-235B-A22B,ESTP,MBTI,IPIP-NEO-120,Neuroticism,0.51
Qwen3-235B-A22B,ESTP,MBTI,IPIP-NEO-120,Openness,0.7966666666666665
Qwen3-235B-A22B,ESTP,MBTI,SD3,Narcissism,0.8499999999999999
Qwen3-235B-A22B,ESTP,MBTI,SD3,Psychopathy,0.8392857142857143
Qwen3-235B-A22B,ESTP,MBTI,ZKPQ-50-CC,Activity,1.0
Qwen3-235B-A22B,ESTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666666
Qwen3-235B-A22B,ESTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
Qwen3-235B-A22B,ESTP,MBTI,ZKPQ-50-CC,Sociability,1.0
Qwen3-235B-A22B,ESFP,MBTI,EPQR-A,Extraversion,1.0
Qwen3-235B-A22B,ESFP,MBTI,EPQR-A,Lie,0.5
Qwen3-235B-A22B,ESFP,MBTI,IPIP-NEO-120,Agreeableness,0.9037815126050419
Qwen3-235B-A22B,ESFP,MBTI,IPIP-NEO-120,Conscientiousness,0.5974789915966388
Qwen3-235B-A22B,ESFP,MBTI,IPIP-NEO-120,Extraversion,0.9690476190476192
Qwen3-235B-A22B,ESFP,MBTI,IPIP-NEO-120,Neuroticism,0.5563157894736843
Qwen3-235B-A22B,ESFP,MBTI,IPIP-NEO-120,Openness,0.8422222222222223
Qwen3-235B-A22B,ESFP,MBTI,SD3,Narcissism,0.9583333333333333
Qwen3-235B-A22B,ESFP,MBTI,SD3,Psychopathy,0.9499999999999998
Qwen3-235B-A22B,ESFP,MBTI,ZKPQ-50-CC,Activity,1.0
Qwen3-235B-A22B,ESFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.9047619047619048
Qwen3-235B-A22B,ESFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
Qwen3-235B-A22B,ESFP,MBTI,ZKPQ-50-CC,Sociability,1.0
Qwen3-235B-A22B,ENFP,MBTI,EPQR-A,Extraversion,1.0
Qwen3-235B-A22B,ENFP,MBTI,EPQR-A,Lie,0.95
Qwen3-235B-A22B,ENFP,MBTI,IPIP-NEO-120,Agreeableness,0.8680672268907563
Qwen3-235B-A22B,ENFP,MBTI,IPIP-NEO-120,Conscientiousness,0.5865546218487395
Qwen3-235B-A22B,ENFP,MBTI,IPIP-NEO-120,Extraversion,0.9833333333333332
Qwen3-235B-A22B,ENFP,MBTI,IPIP-NEO-120,Neuroticism,0.6526315789473683
Qwen3-235B-A22B,ENFP,MBTI,IPIP-NEO-120,Openness,0.9611111111111112
Qwen3-235B-A22B,ENFP,MBTI,SD3,Narcissism,0.9916666666666667
Qwen3-235B-A22B,ENFP,MBTI,SD3,Psychopathy,0.7892857142857143
Qwen3-235B-A22B,ENFP,MBTI,ZKPQ-50-CC,Activity,0.65
Qwen3-235B-A22B,ENFP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.6761904761904762
Qwen3-235B-A22B,ENFP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8888888888888888
Qwen3-235B-A22B,ENFP,MBTI,ZKPQ-50-CC,Sociability,1.0
Qwen3-235B-A22B,ENTP,MBTI,EPQR-A,Extraversion,1.0
Qwen3-235B-A22B,ENTP,MBTI,EPQR-A,Lie,1.0
Qwen3-235B-A22B,ENTP,MBTI,IPIP-NEO-120,Agreeableness,0.9546218487394958
Qwen3-235B-A22B,ENTP,MBTI,IPIP-NEO-120,Conscientiousness,0.734453781512605
Qwen3-235B-A22B,ENTP,MBTI,IPIP-NEO-120,Extraversion,0.9500000000000002
Qwen3-235B-A22B,ENTP,MBTI,IPIP-NEO-120,Neuroticism,0.5421052631578948
Qwen3-235B-A22B,ENTP,MBTI,IPIP-NEO-120,Openness,0.9944444444444445
Qwen3-235B-A22B,ENTP,MBTI,SD3,Narcissism,0.9750000000000001
Qwen3-235B-A22B,ENTP,MBTI,SD3,Psychopathy,0.7857142857142857
Qwen3-235B-A22B,ENTP,MBTI,ZKPQ-50-CC,Activity,0.925
Qwen3-235B-A22B,ENTP,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8095238095238095
Qwen3-235B-A22B,ENTP,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
Qwen3-235B-A22B,ENTP,MBTI,ZKPQ-50-CC,Sociability,0.65
Qwen3-235B-A22B,ESTJ,MBTI,EPQR-A,Extraversion,0.7999999999999999
Qwen3-235B-A22B,ESTJ,MBTI,EPQR-A,Lie,0.75
Qwen3-235B-A22B,ESTJ,MBTI,IPIP-NEO-120,Agreeableness,0.6592436974789917
Qwen3-235B-A22B,ESTJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9865546218487393
Qwen3-235B-A22B,ESTJ,MBTI,IPIP-NEO-120,Extraversion,0.6904761904761906
Qwen3-235B-A22B,ESTJ,MBTI,IPIP-NEO-120,Neuroticism,0.9394736842105262
Qwen3-235B-A22B,ESTJ,MBTI,IPIP-NEO-120,Openness,0.9933333333333334
Qwen3-235B-A22B,ESTJ,MBTI,SD3,Narcissism,0.9749999999999999
Qwen3-235B-A22B,ESTJ,MBTI,SD3,Psychopathy,0.7285714285714285
Qwen3-235B-A22B,ESTJ,MBTI,ZKPQ-50-CC,Activity,1.0
Qwen3-235B-A22B,ESTJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.8095238095238095
Qwen3-235B-A22B,ESTJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,1.0
Qwen3-235B-A22B,ESTJ,MBTI,ZKPQ-50-CC,Sociability,0.6666666666666666
Qwen3-235B-A22B,ESFJ,MBTI,EPQR-A,Extraversion,1.0
Qwen3-235B-A22B,ESFJ,MBTI,EPQR-A,Lie,0.75
Qwen3-235B-A22B,ESFJ,MBTI,IPIP-NEO-120,Agreeableness,0.9827731092436978
Qwen3-235B-A22B,ESFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9798319327731093
Qwen3-235B-A22B,ESFJ,MBTI,IPIP-NEO-120,Extraversion,0.8904761904761906
Qwen3-235B-A22B,ESFJ,MBTI,IPIP-NEO-120,Neuroticism,0.8131578947368421
Qwen3-235B-A22B,ESFJ,MBTI,IPIP-NEO-120,Openness,0.928888888888889
Qwen3-235B-A22B,ESFJ,MBTI,SD3,Narcissism,0.9083333333333332
Qwen3-235B-A22B,ESFJ,MBTI,SD3,Psychopathy,1.0
Qwen3-235B-A22B,ESFJ,MBTI,ZKPQ-50-CC,Activity,0.725
Qwen3-235B-A22B,ESFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666667
Qwen3-235B-A22B,ESFJ,MBTI,ZKPQ-50-CC,Neuroticism-Anxiety,0.8222222222222222
Qwen3-235B-A22B,ESFJ,MBTI,ZKPQ-50-CC,Sociability,0.7833333333333333
Qwen3-235B-A22B,ENFJ,MBTI,EPQR-A,Extraversion,1.0
Qwen3-235B-A22B,ENFJ,MBTI,EPQR-A,Lie,0.75
Qwen3-235B-A22B,ENFJ,MBTI,IPIP-NEO-120,Agreeableness,0.9592436974789917
Qwen3-235B-A22B,ENFJ,MBTI,IPIP-NEO-120,Conscientiousness,0.9474789915966386
Qwen3-235B-A22B,ENFJ,MBTI,IPIP-NEO-120,Extraversion,0.8642857142857143
Qwen3-235B-A22B,ENFJ,MBTI,IPIP-NEO-120,Neuroticism,0.7226315789473684
Qwen3-235B-A22B,ENFJ,MBTI,IPIP-NEO-120,Openness,0.9544444444444444
Qwen3-235B-A22B,ENFJ,MBTI,SD3,Narcissism,0.8499999999999999
Qwen3-235B-A22B,ENFJ,MBTI,SD3,Psychopathy,0.875
Qwen3-235B-A22B,ENFJ,MBTI,ZKPQ-50-CC,Activity,0.775
Qwen3-235B-A22B,ENFJ,MBTI,ZKPQ-50-CC,Aggression-Hostility,0.6666666666666667
