model,persona,item_id,scale,domain,facet,keyed,response_format,item_text,n_samples,sd,range,exact_agreement,mode_agreement,mean_score,is_default,is_likert,is_binary
Kimi-K2.5,ESFJ,zkpq_048,ZKPQ-50-CC,Sociability,,+,true_false,I am a very sociable person.,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ESFJ,zkpq_049,ZKPQ-50-CC,Sociability,,-,true_false,I usually prefer to do things alone.,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ESFJ,zkpq_050,ZKPQ-50-CC,Sociability,,+,true_false,I probably spend more time than I should socializing with friends.,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ENFJ,epqr_001,EPQR-A,Psychoticism,,+,yes_no,Would you take drugs which may have strange or dangerous effects?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Kimi-K2.5,ENFJ,epqr_002,EPQR-A,Psychoticism,,+,yes_no,Do you prefer to go your own way rather than act by the rules?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Kimi-K2.5,ENFJ,epqr_003,EPQR-A,Psychoticism,,+,yes_no,Do you enjoy hurting people you love?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Kimi-K2.5,ENFJ,epqr_004,EPQR-A,Psychoticism,,+,yes_no,Do you enjoy practical jokes that can sometimes really hurt people?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Kimi-K2.5,ENFJ,epqr_005,EPQR-A,Psychoticism,,+,yes_no,Do you sometimes talk about things you know nothing about?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ENFJ,epqr_006,EPQR-A,Psychoticism,,+,yes_no,Do you think marriage is old-fashioned and should be done away with?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Kimi-K2.5,ENFJ,epqr_007,EPQR-A,Extraversion,,+,yes_no,Are you a talkative person?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ENFJ,epqr_008,EPQR-A,Extraversion,,+,yes_no,Are you rather lively?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ENFJ,epqr_009,EPQR-A,Extraversion,,+,yes_no,Can you usually let yourself go and enjoy yourself at a lively party?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ENFJ,epqr_010,EPQR-A,Extraversion,,-,yes_no,Do you tend to keep in the background on social occasions?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ENFJ,epqr_011,EPQR-A,Extraversion,,-,yes_no,Do you prefer reading to meeting people?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ENFJ,epqr_012,EPQR-A,Extraversion,,-,yes_no,Are you mostly quiet when you are with other people?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ENFJ,epqr_013,EPQR-A,Neuroticism,,+,yes_no,Does your mood often go up and down?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ENFJ,epqr_014,EPQR-A,Neuroticism,,+,yes_no,Do you ever feel 'just miserable' for no reason?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Kimi-K2.5,ENFJ,epqr_015,EPQR-A,Neuroticism,,+,yes_no,Are your feelings easily hurt?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ENFJ,epqr_016,EPQR-A,Neuroticism,,+,yes_no,Are you often troubled about feelings of guilt?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ENFJ,epqr_017,EPQR-A,Neuroticism,,+,yes_no,Would you call yourself tense or 'highly-strung'?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Kimi-K2.5,ENFJ,epqr_018,EPQR-A,Neuroticism,,+,yes_no,Do you worry about awful things that might happen?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ENFJ,epqr_019,EPQR-A,Lie,,+,yes_no,"If you say you will do something, do you always keep your promise no matter how inconvenient it might be?",1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ENFJ,epqr_020,EPQR-A,Lie,,-,yes_no,Were you ever greedy by helping yourself to more than your share of anything?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ENFJ,epqr_021,EPQR-A,Lie,,-,yes_no,Have you ever blamed someone for doing something you knew was really your fault?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ENFJ,epqr_022,EPQR-A,Lie,,+,yes_no,As a child did you do as you were told immediately and without grumbling?,1,0.0,0.0,1.0,1.0,1.0,False,False,True
Kimi-K2.5,ENFJ,epqr_023,EPQR-A,Lie,,+,yes_no,Do you always practice what you preach?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Kimi-K2.5,ENFJ,epqr_024,EPQR-A,Lie,,+,yes_no,Are all your habits good and desirable ones?,1,0.0,0.0,1.0,1.0,0.0,False,False,True
Kimi-K2.5,ENFJ,ipip_001,IPIP-NEO-120,Neuroticism,N1 Anxiety,+,likert_5,Worry about things,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_002,IPIP-NEO-120,Extraversion,E1 Friendliness,+,likert_5,Make friends easily,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_003,IPIP-NEO-120,Openness,O1 Imagination,+,likert_5,Have a vivid imagination,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_004,IPIP-NEO-120,Agreeableness,A1 Trust,+,likert_5,Trust others,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_005,IPIP-NEO-120,Conscientiousness,C1 Self-Efficacy,+,likert_5,Complete tasks successfully,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_006,IPIP-NEO-120,Neuroticism,N2 Anger,+,likert_5,Get angry easily,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_007,IPIP-NEO-120,Extraversion,E2 Gregariousness,+,likert_5,Love large parties,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_008,IPIP-NEO-120,Openness,O2 Artistic Interests,+,likert_5,Believe in the importance of art,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_009,IPIP-NEO-120,Agreeableness,A2 Morality,-,likert_5,Use others for my own ends,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_010,IPIP-NEO-120,Conscientiousness,C2 Orderliness,+,likert_5,Like to tidy up,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_011,IPIP-NEO-120,Neuroticism,N3 Depression,+,likert_5,Often feel blue,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_012,IPIP-NEO-120,Extraversion,E3 Assertiveness,+,likert_5,Take charge,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_013,IPIP-NEO-120,Openness,O3 Emotionality,+,likert_5,Experience my emotions intensely,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_014,IPIP-NEO-120,Agreeableness,A3 Altruism,+,likert_5,Love to help others,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_015,IPIP-NEO-120,Conscientiousness,C3 Dutifulness,+,likert_5,Keep my promises,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_016,IPIP-NEO-120,Neuroticism,N4 Self-Consciousness,+,likert_5,Find it difficult to approach others,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Kimi-K2.5,ENFJ,ipip_017,IPIP-NEO-120,Extraversion,E4 Activity Level,+,likert_5,Am always busy,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_018,IPIP-NEO-120,Openness,O4 Adventurousness,+,likert_5,Prefer variety to routine,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Kimi-K2.5,ENFJ,ipip_019,IPIP-NEO-120,Agreeableness,A4 Cooperation,-,likert_5,Love a good fight,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_020,IPIP-NEO-120,Conscientiousness,C4 Achievement-Striving,+,likert_5,Work hard,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_021,IPIP-NEO-120,Neuroticism,N5 Immoderation,+,likert_5,Go on binges,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_022,IPIP-NEO-120,Extraversion,E5 Excitement Seeking,+,likert_5,Love excitement,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_023,IPIP-NEO-120,Openness,O5 Intellect,+,likert_5,Love to read challenging material,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_024,IPIP-NEO-120,Agreeableness,A5 Modesty,-,likert_5,Believe that I am better than others,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_025,IPIP-NEO-120,Conscientiousness,C5 Self-Discipline,+,likert_5,Have excellent ideas,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_026,IPIP-NEO-120,Neuroticism,N6 Vulnerability,+,likert_5,Panic easily,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_027,IPIP-NEO-120,Extraversion,E6 Cheerfulness,+,likert_5,Radiate joy,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_028,IPIP-NEO-120,Openness,O6 Liberalism,+,likert_5,Tend to vote for liberal political candidates,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_029,IPIP-NEO-120,Agreeableness,A6 Sympathy,+,likert_5,Sympathize with the homeless,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_030,IPIP-NEO-120,Conscientiousness,C6 Cautiousness,-,likert_5,Rush into things,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_031,IPIP-NEO-120,Neuroticism,N1 Anxiety,+,likert_5,Fear for the worst,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_032,IPIP-NEO-120,Extraversion,E1 Friendliness,+,likert_5,Feel comfortable around people,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_033,IPIP-NEO-120,Openness,O1 Imagination,+,likert_5,Enjoy wild flights of fantasy,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Kimi-K2.5,ENFJ,ipip_034,IPIP-NEO-120,Agreeableness,A1 Trust,+,likert_5,Believe that others have good intentions,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_035,IPIP-NEO-120,Conscientiousness,C1 Self-Efficacy,+,likert_5,Excel in what I do,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_036,IPIP-NEO-120,Neuroticism,N2 Anger,+,likert_5,Lose my temper,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_037,IPIP-NEO-120,Extraversion,E2 Gregariousness,+,likert_5,Talk to a lot of different people at parties,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_038,IPIP-NEO-120,Openness,O2 Artistic Interests,+,likert_5,See beauty in things that others might not notice,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_039,IPIP-NEO-120,Agreeableness,A2 Morality,-,likert_5,Cheat to get ahead,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_040,IPIP-NEO-120,Conscientiousness,C2 Orderliness,-,likert_5,Often forget to put things back in their proper place,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_041,IPIP-NEO-120,Neuroticism,N3 Depression,+,likert_5,Dislike myself,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Kimi-K2.5,ENFJ,ipip_042,IPIP-NEO-120,Extraversion,E3 Assertiveness,+,likert_5,Try to lead others,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_043,IPIP-NEO-120,Openness,O3 Emotionality,+,likert_5,Feel others' emotions,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_044,IPIP-NEO-120,Agreeableness,A3 Altruism,+,likert_5,Am concerned about others,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_045,IPIP-NEO-120,Conscientiousness,C3 Dutifulness,+,likert_5,Tell the truth,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_046,IPIP-NEO-120,Neuroticism,N4 Self-Consciousness,+,likert_5,Am afraid that I will do the wrong thing,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_047,IPIP-NEO-120,Extraversion,E4 Activity Level,+,likert_5,Am always on the go,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_048,IPIP-NEO-120,Openness,O4 Adventurousness,-,likert_5,Prefer to stick with things that I know,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_049,IPIP-NEO-120,Agreeableness,A4 Cooperation,-,likert_5,Yell at people,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_050,IPIP-NEO-120,Conscientiousness,C4 Achievement-Striving,+,likert_5,Do more than what's expected of me,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_051,IPIP-NEO-120,Neuroticism,N5 Immoderation,-,likert_5,Rarely overindulge,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_052,IPIP-NEO-120,Extraversion,E5 Excitement Seeking,+,likert_5,Seek adventure,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_053,IPIP-NEO-120,Openness,O5 Intellect,-,likert_5,Avoid philosophical discussions,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_054,IPIP-NEO-120,Agreeableness,A5 Modesty,-,likert_5,Have a high opinion of myself,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_055,IPIP-NEO-120,Conscientiousness,C5 Self-Discipline,+,likert_5,Carry out my plans,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_056,IPIP-NEO-120,Neuroticism,N6 Vulnerability,+,likert_5,Become overwhelmed by events,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_057,IPIP-NEO-120,Extraversion,E6 Cheerfulness,+,likert_5,Have a lot of fun,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_058,IPIP-NEO-120,Openness,O6 Liberalism,+,likert_5,Believe that there is no absolute right or wrong,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_059,IPIP-NEO-120,Agreeableness,A6 Sympathy,+,likert_5,Feel sympathy for those who are worse off than myself,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_060,IPIP-NEO-120,Conscientiousness,C6 Cautiousness,-,likert_5,Make rash decisions,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_061,IPIP-NEO-120,Neuroticism,N1 Anxiety,+,likert_5,Am easily disturbed,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_062,IPIP-NEO-120,Extraversion,E1 Friendliness,+,likert_5,Act comfortable with others,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_063,IPIP-NEO-120,Openness,O1 Imagination,+,likert_5,Enjoy daydreaming,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_064,IPIP-NEO-120,Agreeableness,A1 Trust,+,likert_5,Trust what people say,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_065,IPIP-NEO-120,Conscientiousness,C1 Self-Efficacy,+,likert_5,Handle tasks smoothly,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_066,IPIP-NEO-120,Neuroticism,N2 Anger,+,likert_5,Lose my composure,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_067,IPIP-NEO-120,Extraversion,E2 Gregariousness,+,likert_5,Enjoy parties,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_068,IPIP-NEO-120,Openness,O2 Artistic Interests,+,likert_5,Like music,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_069,IPIP-NEO-120,Agreeableness,A2 Morality,-,likert_5,Obstruct others' plans,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_070,IPIP-NEO-120,Conscientiousness,C2 Orderliness,-,likert_5,Leave a mess in my room,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_071,IPIP-NEO-120,Neuroticism,N3 Depression,-,likert_5,Feel comfortable with myself,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_072,IPIP-NEO-120,Extraversion,E3 Assertiveness,-,likert_5,Wait for others to lead the way,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_073,IPIP-NEO-120,Openness,O3 Emotionality,+,likert_5,Enjoy thinking about things,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_074,IPIP-NEO-120,Agreeableness,A3 Altruism,-,likert_5,Am not interested in other people's problems,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_075,IPIP-NEO-120,Conscientiousness,C3 Dutifulness,-,likert_5,Break rules,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_076,IPIP-NEO-120,Neuroticism,N4 Self-Consciousness,+,likert_5,Only feel comfortable with friends,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Kimi-K2.5,ENFJ,ipip_077,IPIP-NEO-120,Extraversion,E4 Activity Level,+,likert_5,Do a lot in my spare time,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_078,IPIP-NEO-120,Openness,O4 Adventurousness,-,likert_5,Dislike changes,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_079,IPIP-NEO-120,Agreeableness,A4 Cooperation,-,likert_5,Insult people,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_080,IPIP-NEO-120,Conscientiousness,C4 Achievement-Striving,+,likert_5,Set high standards for myself,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_081,IPIP-NEO-120,Neuroticism,N5 Immoderation,-,likert_5,Am able to control my cravings,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_082,IPIP-NEO-120,Extraversion,E5 Excitement Seeking,+,likert_5,Act wild and crazy,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_083,IPIP-NEO-120,Openness,O5 Intellect,-,likert_5,Am not interested in abstract ideas,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_084,IPIP-NEO-120,Agreeableness,A5 Modesty,-,likert_5,Boast about my virtues,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_085,IPIP-NEO-120,Conscientiousness,C5 Self-Discipline,+,likert_5,Get to work at once,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_086,IPIP-NEO-120,Neuroticism,N6 Vulnerability,+,likert_5,Can't make up my mind,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_087,IPIP-NEO-120,Extraversion,E6 Cheerfulness,+,likert_5,Look at the bright side of life,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_088,IPIP-NEO-120,Openness,O6 Liberalism,-,likert_5,Believe that we should be tough on crime,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_089,IPIP-NEO-120,Agreeableness,A6 Sympathy,-,likert_5,Am indifferent to the feelings of others,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_090,IPIP-NEO-120,Conscientiousness,C6 Cautiousness,-,likert_5,Jump into things without thinking,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_091,IPIP-NEO-120,Neuroticism,N1 Anxiety,+,likert_5,Am stressed out,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Kimi-K2.5,ENFJ,ipip_092,IPIP-NEO-120,Extraversion,E1 Friendliness,+,likert_5,Am skilled in handling social situations,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_093,IPIP-NEO-120,Openness,O1 Imagination,+,likert_5,Like to get lost in thought,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_094,IPIP-NEO-120,Agreeableness,A1 Trust,-,likert_5,Distrust people,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_095,IPIP-NEO-120,Conscientiousness,C1 Self-Efficacy,+,likert_5,Know how to get things done,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_096,IPIP-NEO-120,Neuroticism,N2 Anger,-,likert_5,Am not easily annoyed,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_097,IPIP-NEO-120,Extraversion,E2 Gregariousness,-,likert_5,Avoid crowds,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_098,IPIP-NEO-120,Openness,O2 Artistic Interests,-,likert_5,Do not like art,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_099,IPIP-NEO-120,Agreeableness,A2 Morality,-,likert_5,Take advantage of others,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_100,IPIP-NEO-120,Conscientiousness,C2 Orderliness,+,likert_5,Want everything to be 'just right',1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_101,IPIP-NEO-120,Neuroticism,N3 Depression,+,likert_5,Feel desperate,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_102,IPIP-NEO-120,Extraversion,E3 Assertiveness,+,likert_5,Am the life of the party,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_103,IPIP-NEO-120,Openness,O3 Emotionality,-,likert_5,Seldom get emotional,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_104,IPIP-NEO-120,Agreeableness,A3 Altruism,-,likert_5,Am not really interested in others,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_105,IPIP-NEO-120,Conscientiousness,C3 Dutifulness,+,likert_5,Behave properly,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_106,IPIP-NEO-120,Neuroticism,N4 Self-Consciousness,+,likert_5,Am afraid of many things,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_107,IPIP-NEO-120,Extraversion,E4 Activity Level,-,likert_5,Prefer to be alone,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_108,IPIP-NEO-120,Openness,O4 Adventurousness,-,likert_5,Dislike new foods,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_109,IPIP-NEO-120,Agreeableness,A4 Cooperation,-,likert_5,Hold a grudge,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_110,IPIP-NEO-120,Conscientiousness,C4 Achievement-Striving,-,likert_5,Do just enough work to get by,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_111,IPIP-NEO-120,Neuroticism,N5 Immoderation,-,likert_5,Easily resist temptations,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_112,IPIP-NEO-120,Extraversion,E5 Excitement Seeking,+,likert_5,Seek danger,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Kimi-K2.5,ENFJ,ipip_113,IPIP-NEO-120,Openness,O5 Intellect,+,likert_5,Try to understand myself,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_114,IPIP-NEO-120,Agreeableness,A5 Modesty,-,likert_5,Think highly of myself,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,ipip_115,IPIP-NEO-120,Conscientiousness,C5 Self-Discipline,+,likert_5,Get chores done right away,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_116,IPIP-NEO-120,Neuroticism,N6 Vulnerability,+,likert_5,Feel that my life lacks direction,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Kimi-K2.5,ENFJ,ipip_117,IPIP-NEO-120,Extraversion,E6 Cheerfulness,+,likert_5,Am always joking around,1,0.0,0.0,1.0,1.0,3.0,False,True,False
Kimi-K2.5,ENFJ,ipip_118,IPIP-NEO-120,Openness,O6 Liberalism,-,likert_5,Tend to vote for conservative political candidates,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,ipip_119,IPIP-NEO-120,Agreeableness,A6 Sympathy,-,likert_5,Am hard to understand,1,0.0,0.0,1.0,1.0,5.0,False,True,False
Kimi-K2.5,ENFJ,ipip_120,IPIP-NEO-120,Conscientiousness,C6 Cautiousness,+,likert_5,Stick to my chosen path,1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,sd3_001,SD3,Machiavellianism,,+,likert_5,It's not wise to tell your secrets.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
Kimi-K2.5,ENFJ,sd3_002,SD3,Machiavellianism,,+,likert_5,I like to use clever manipulation to get my way.,1,0.0,0.0,1.0,1.0,1.0,False,True,False
Kimi-K2.5,ENFJ,sd3_003,SD3,Machiavellianism,,+,likert_5,"Whatever it takes, you must get the important people on your side.",1,0.0,0.0,1.0,1.0,4.0,False,True,False
Kimi-K2.5,ENFJ,sd3_004,SD3,Machiavellianism,,+,likert_5,Avoid direct conflict with others because they may be useful in the future.,1,0.0,0.0,1.0,1.0,2.0,False,True,False
